 1B7GG2AN9YS629756 | 2000 | DODGE | Dakota
 JH4DC4440RS004255 | 1994 | ACURA | Integra
 JH4DC4450SS003654 | 1995 | ACURA | Integra
 JH4KA8150MC012098 | 1991 | ACURA | Legend
 TRUTC28N611004782 | 2001 | AUDI | TT
 JH4KA8158NC002596 | 1992 | ACURA | Legend
 TRUWT28N011046197 | 2001 | AUDI | TT
 JHMBB2269NC026648 | 1992 | HONDA | Prelude
 TRUSC28N341016582 | 2004 | AUDI | TT
 JHMSZ542XDC028494 | 1983 | HONDA | Accord
 JNKCV51E03M018631 | 2003 | INFINITI | G35
 JNKCV61E49M014581 | 2009 | INFINITI | G37
 W06VR52R9WR220134 | 1998 | CADILLAC | Catera
 JM1FE17N340134462 | 2004 | MAZDA | RX-8
 WAUAC48H55K008231 | 2005 | AUDI | A4
 JT2BG22K6W0242999 | 1998 | TOYOTA | Camry
 JTDBE30K620061417 | 2002 | TOYOTA | Camry
 WAUDK84AXRN029130 | 1994 | AUDI | 100
 KL5JD56Z85K139936 | 2005 | SUZUKI | Forenza 
 SCA1S684X4UX07444 | 2004 | ROLLS ROYCE | Phantom
 SCBLC37F85CX10207 | 2005 | BENTLEY | Arnage
 SCBBR53W36C034889 | 2006 | BENTLEY | Continental
 WBAAV33421FU91768 | 2001 | BMW | 325i
 WBAAM3333XFP59732 | 1999 | BMW | 323i
 WAULF78K89N032914 | 2009 | AUDI | A4
 TRUWT28N651011265 | 2005 | AUDI | TT
 WBACB4324RFL14401 | 1994 | BMW | 325i
 WBADE6322VBW51982 | 1997 | BMW | 540i
 WDBAB23ADCB324720 | 1982 | MERCEDES-BENZ | 240
 WDBAB23A6DB369209 | 1983 | MERCEDES-BENZ | 240
 WBANV93589C133312 | 2009 | BMW | 535i
 WBAVB13506PT22180 | 2006 | BMW | 325i
 WBAWC73578E067076 | 2008 | BMW | 335xi
 WDBEA30D3HA391172 | 1987 | MERCEDES-BENZ | 300
 WDBHA33G2XF844170 | 1999 | MERCEDES-BENZ | C-Class
 WDBRF40J43F433102 | 2003 | MERCEDES-BENZ | C-Class
 WDBHM36E3VF540750 | 1997 | MERCEDES-BENZ | C-Class
 WDBNG75J32A225892 | 2002 | MERCEDES-BENZ | S-Class
 WDBRF52H76F783280 | 2006 | MERCEDES-BENZ | C-Class
 WP0AA0941HN450519 | 1987 | PORSCHE | 944
 WP0AA2991YS620631 | 2000 | PORSCHE | 911
 WP0AA2993XS621083 | 1999 | PORSCHE | 911
 WP0AA29966S716557 | 2006 | PORSCHE | 911
 WP0AC29945S692185 | 2005 | PORSCHE | 911
 WP0CA29972S650104 | 2002 | PORSCHE | 911
 WP0CA29924S650563 | 2004 | PORSCHE | 911
 WP0CB298X4U661674 | 2004 | PORSCHE | Boxster S
 WBAHD5313MBF95736 | 1991 | BMW | 525i
 WBAAM3349YFP79879 | 2000 | BMW | 323i
 WP0CB29906S769518 | 2006 | PORSCHE | 911
 WVWAA71K08W201030 | 2008 | VOLKSWAGEN | Rabbit
 WV2YB0257EH008533 | 1984 | VOLKSWAGEN | Vanagon
 WBANF73576CG65408 | 2006 | BMW | 530xi
 WDBGA51E4TA328716 | 1996 | MERCEDES-BENZ | S-Class
 WVWSB61J71W607153 | 2001 | VOLKSWAGEN | Jetta Wagon
 YS3AK35E4M5002999 | 1991 | SAAB | 900
 YS3AL76L1R7002116 | 1994 | SAAB | 900
 WDBJF65J1YB039105 | 2000 | MERCEDES-BENZ | E-Class
 WMWRC33474TC49530 | 2004 | MINI | Cooper
 WDDDJ72X97A116339 | 2007 | MERCEDES-BENZ | CLS-Class
 WDBRN40J54A591238 | 2004 | MERCEDES-BENZ | C-Class
 YV1AH852071023377 | 2007 | VOLVO | S80
 YS3DD78N4X7055320 | 1999 | SAAB | 9-3
 YV1LZ5647W2469314 | 1998 | VOLVO | V70
 YS3ED48E5Y3070016 | 2000 | SAAB | 9-5
 YS3DF78K527013330 | 2002 | SAAB | 9-3
 YV1LS55A3X1588402 | 1999 | VOLVO | S70
 YV1MS672892447094 | 2009 | VOLVO | S40
 YV1MS382262161511 | 2006 | VOLVO | S40
 YS3FB49S741008010 | 2004 | SAAB | 9-3
 YV1SW61R021197119 | 2002 | VOLVO | V70
 ZA9RU31B9XLA12338 | 1999 | LAMBORGHINI | null
 ZAMBC38A450014565 | 2005 | MASERATI | null
 ZAMCE39A060023181 | 2006 | MASERATI | Quattroporte
 ZAMGJ45A480037578 | 2008 | MASERATI | Granturismo
 ZFFEW58A660144998 | 2006 | FERRARI | F430 Coupe
 ZAMGJ45A390047326 | 2009 | MASERATI | Granturismo
